url,label
https://langcog.stanford.edu/expts/saycam/frames/16638-S_20140101_1415_04.mp4-4290.jpg,tree-toy
https://langcog.stanford.edu/expts/saycam/frames/16649-S_20140101_1415_04.mp4-11650.jpg,bag
https://langcog.stanford.edu/expts/saycam/frames/16657-S_20140101_1415_05.mp4-5750.jpg,comb
https://langcog.stanford.edu/expts/saycam/frames/16667-S_20140101_1415_05.mp4-15190.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/16668-S_20140101_1415_05.mp4-16885.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/16669-S_20140101_1415_05.mp4-18170.jpg,apple-drawing
https://langcog.stanford.edu/expts/saycam/frames/16672-S_20140101_1415_05.mp4-20810.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/16673-S_20140101_1415_05.mp4-21885.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/1668-A_20130721_1008_02.mp4-30340.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/16680-S_20140101_1415_05.mp4-36265.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/16681-S_20140101_1415_05.mp4-37890.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/16685-S_20140104_1418_01.mp4-2710.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/16690-S_20140104_1418_02.mp4-5240.jpg,block
https://langcog.stanford.edu/expts/saycam/frames/16692-S_20140104_1418_02.mp4-9670.jpg,block
https://langcog.stanford.edu/expts/saycam/frames/16695-S_20140104_1418_02.mp4-15115.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/16697-S_20140104_1418_02.mp4-15525.jpg,block
https://langcog.stanford.edu/expts/saycam/frames/16698-S_20140104_1418_02.mp4-15665.jpg,block
https://langcog.stanford.edu/expts/saycam/frames/16699-S_20140104_1418_02.mp4-15880.jpg,block
https://langcog.stanford.edu/expts/saycam/frames/1670-A_20130721_1008_02.mp4-34420.jpg,chick-drawing
https://langcog.stanford.edu/expts/saycam/frames/16703-S_20140104_1418_03.mp4-7155.jpg,chick-drawing
https://langcog.stanford.edu/expts/saycam/frames/16707-S_20140104_1418_03.mp4-10895.jpg,pig-drawing
https://langcog.stanford.edu/expts/saycam/frames/16708-S_20140104_1418_03.mp4-11035.jpg,pig-drawing
https://langcog.stanford.edu/expts/saycam/frames/16710-S_20140104_1418_03.mp4-11835.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/16712-S_20140107_1421_01.mp4-3185.jpg,computer
https://langcog.stanford.edu/expts/saycam/frames/16713-S_20140107_1421_01.mp4-3630.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/16716-S_20140107_1421_01.mp4-5010.jpg,computer
https://langcog.stanford.edu/expts/saycam/frames/16718-S_20140107_1421_01.mp4-6935.jpg,computer
https://langcog.stanford.edu/expts/saycam/frames/16724-S_20140107_1421_01.mp4-12930.jpg,computer
https://langcog.stanford.edu/expts/saycam/frames/16732-S_20140107_1421_02.mp4-11890.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/16743-S_20140107_1421_03.mp4-14135.jpg,cucumber
https://langcog.stanford.edu/expts/saycam/frames/16744-S_20140107_1421_03.mp4-14210.jpg,cucumber
https://langcog.stanford.edu/expts/saycam/frames/16747-S_20140107_1421_03.mp4-19290.jpg,cucumber
https://langcog.stanford.edu/expts/saycam/frames/16749-S_20140107_1421_03.mp4-24780.jpg,food
https://langcog.stanford.edu/expts/saycam/frames/1675-A_20130721_1008_02.mp4-40095.jpg,window
https://langcog.stanford.edu/expts/saycam/frames/16763-S_20140107_1421_06.mp4-2190.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/16798-S_20140112_1426_03.mp4-2200.jpg,person
https://langcog.stanford.edu/expts/saycam/frames/16800-S_20140112_1426_03.mp4-4515.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/16804-S_20140112_1426_03.mp4-9145.jpg,shovel-drawing
https://langcog.stanford.edu/expts/saycam/frames/16808-S_20140112_1426_03.mp4-14115.jpg,train-drawing
https://langcog.stanford.edu/expts/saycam/frames/16809-S_20140112_1426_03.mp4-14955.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/16812-S_20140112_1426_03.mp4-19980.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/16815-S_20140112_1426_04.mp4-1810.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/16816-S_20140112_1426_04.mp4-2595.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/16818-S_20140112_1426_04.mp4-8580.jpg,photograph
https://langcog.stanford.edu/expts/saycam/frames/1682-A_20130721_1008_02.mp4-50655.jpg,table
https://langcog.stanford.edu/expts/saycam/frames/16820-S_20140112_1426_04.mp4-17255.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/16821-S_20140112_1426_04.mp4-17280.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/16823-S_20140112_1426_04.mp4-19380.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/1683-A_20130721_1008_02.mp4-52395.jpg,table
https://langcog.stanford.edu/expts/saycam/frames/1687-A_20130721_1008_03.mp4-2980.jpg,play gym
https://langcog.stanford.edu/expts/saycam/frames/16874-S_20140119_1502_01.mp4-4240.jpg,lamp
https://langcog.stanford.edu/expts/saycam/frames/16878-S_20140119_1502_01.mp4-4955.jpg,telephone
https://langcog.stanford.edu/expts/saycam/frames/16880-S_20140119_1502_01.mp4-6330.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/16883-S_20140119_1502_01.mp4-8070.jpg,lamp
https://langcog.stanford.edu/expts/saycam/frames/16910-S_20140119_1502_03.mp4-11835.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/16941-S_20140123_1506_02.mp4-9335.jpg,ball-drawing
https://langcog.stanford.edu/expts/saycam/frames/16942-S_20140123_1506_02.mp4-9610.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/16944-S_20140123_1506_02.mp4-17300.jpg,person
https://langcog.stanford.edu/expts/saycam/frames/16945-S_20140123_1506_02.mp4-17720.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/1698-A_20130721_1008_03.mp4-13230.jpg,crib
https://langcog.stanford.edu/expts/saycam/frames/17-A_20130531_0818_01.mp4-21725.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/17008-S_20140125_1508_01.mp4-14080.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/17016-S_20140125_1508_01.mp4-27375.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/17017-S_20140125_1508_01.mp4-27990.jpg,remote
https://langcog.stanford.edu/expts/saycam/frames/17019-S_20140125_1508_01.mp4-29455.jpg,remote
https://langcog.stanford.edu/expts/saycam/frames/17023-S_20140125_1508_01.mp4-37245.jpg,picture
