url,label
https://langcog.stanford.edu/expts/saycam/frames/1260-A_20130705_0922_03.mp4-26650.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/1262-A_20130705_0922_03.mp4-27030.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/12637-S_20130519_0702_03.AVI.mp4-31515.jpg,person
https://langcog.stanford.edu/expts/saycam/frames/12640-S_20130519_0702_03.AVI.mp4-37075.jpg,bottle
https://langcog.stanford.edu/expts/saycam/frames/12673-S_20130522_0705_02.AVI.mp4-20935.jpg,person
https://langcog.stanford.edu/expts/saycam/frames/12727-S_20130526_0709_01.AVI.mp4-15660.jpg,doll
https://langcog.stanford.edu/expts/saycam/frames/12739-S_20130526_0709_03.AVI.mp4-3225.jpg,person
https://langcog.stanford.edu/expts/saycam/frames/12752-S_20130526_0709_04.AVI.mp4-1960.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/12753-S_20130526_0709_04.AVI.mp4-2535.jpg,mouse-drawing
https://langcog.stanford.edu/expts/saycam/frames/12754-S_20130526_0709_04.AVI.mp4-4715.jpg,banana-drawing
https://langcog.stanford.edu/expts/saycam/frames/12755-S_20130526_0709_04.AVI.mp4-4820.jpg,fish-drawing
https://langcog.stanford.edu/expts/saycam/frames/12756-S_20130526_0709_04.AVI.mp4-7545.jpg,flower-drawing
https://langcog.stanford.edu/expts/saycam/frames/12757-S_20130526_0709_04.AVI.mp4-8360.jpg,cat-drawing
https://langcog.stanford.edu/expts/saycam/frames/12761-S_20130526_0709_04.AVI.mp4-12565.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/12762-S_20130526_0709_04.AVI.mp4-13535.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/12763-S_20130526_0709_04.AVI.mp4-14400.jpg,flower-drawing
https://langcog.stanford.edu/expts/saycam/frames/12764-S_20130526_0709_04.AVI.mp4-15545.jpg,tree-drawing
https://langcog.stanford.edu/expts/saycam/frames/12766-S_20130526_0709_04.AVI.mp4-17700.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/12767-S_20130526_0709_04.AVI.mp4-18140.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/12772-S_20130526_0709_05.AVI.mp4-7615.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/12773-S_20130526_0709_05.AVI.mp4-8130.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/12777-S_20130526_0709_06.AVI.mp4-1340.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/12781-S_20130526_0709_06.AVI.mp4-6230.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/12785-S_20130526_0709_07.AVI.mp4-8345.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/12786-S_20130526_0709_07.AVI.mp4-8400.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/12789-S_20130526_0709_07.AVI.mp4-12380.jpg,basket
https://langcog.stanford.edu/expts/saycam/frames/12790-S_20130526_0709_07.AVI.mp4-14900.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/12792-S_20130526_0709_08.AVI.mp4-1635.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/12796-S_20130529_0712_01.AVI.mp4-2125.jpg,can
https://langcog.stanford.edu/expts/saycam/frames/12800-S_20130529_0712_01.AVI.mp4-3580.jpg,can
https://langcog.stanford.edu/expts/saycam/frames/12803-S_20130529_0712_01.AVI.mp4-6410.jpg,basket
https://langcog.stanford.edu/expts/saycam/frames/12807-S_20130529_0712_01.AVI.mp4-10665.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/12810-S_20130529_0712_01.AVI.mp4-14710.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/12814-S_20130529_0712_02.AVI.mp4-2070.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/12815-S_20130529_0712_02.AVI.mp4-2340.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/12818-S_20130529_0712_02.AVI.mp4-6635.jpg,chair
https://langcog.stanford.edu/expts/saycam/frames/12819-S_20130529_0712_02.AVI.mp4-7585.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/12823-S_20130529_0712_02.AVI.mp4-12825.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/12825-S_20130529_0712_02.AVI.mp4-14970.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/12832-S_20130529_0712_03.AVI.mp4-1180.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/12833-S_20130529_0712_03.AVI.mp4-1200.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/12834-S_20130529_0712_03.AVI.mp4-3445.jpg,bird-drawing
https://langcog.stanford.edu/expts/saycam/frames/12835-S_20130529_0712_03.AVI.mp4-4035.jpg,cat-drawing
https://langcog.stanford.edu/expts/saycam/frames/12840-S_20130529_0712_03.AVI.mp4-20125.jpg,sink
https://langcog.stanford.edu/expts/saycam/frames/12871-S_20130529_0712_05.mp4-8565.jpg,food
https://langcog.stanford.edu/expts/saycam/frames/12876-S_20130529_0712_05.mp4-14570.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/12884-S_20130602_0716_01.AVI.mp4-2900.jpg,ipad
https://langcog.stanford.edu/expts/saycam/frames/12887-S_20130602_0716_02.AVI.mp4-5595.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/12888-S_20130602_0716_02.AVI.mp4-6250.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/12889-S_20130602_0716_02.AVI.mp4-7015.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/12893-S_20130602_0716_02.AVI.mp4-11520.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/12914-S_20130602_0716_04.AVI.mp4-5100.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/1292-A_20130705_0922_04.mp4-29045.jpg,flower
https://langcog.stanford.edu/expts/saycam/frames/12923-S_20130602_0716_04.AVI.mp4-12875.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/1293-A_20130705_0922_04.mp4-29215.jpg,flower
https://langcog.stanford.edu/expts/saycam/frames/12934-S_20130602_0716_07.AVI.mp4-12350.jpg,plant
https://langcog.stanford.edu/expts/saycam/frames/12957-S_20130605_0719_02.AVI.mp4-4215.jpg,ball
https://langcog.stanford.edu/expts/saycam/frames/1300-A_20130705_0922_04.mp4-35440.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/13010-S_20130605_0719_06.mp4-13410.jpg,food
https://langcog.stanford.edu/expts/saycam/frames/13034-S_20130608_0722_03.mp4-965.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/1305-A_20130705_0922_04.mp4-39370.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/13058-S_20130608_0722_05.mp4-17600.jpg,flower
https://langcog.stanford.edu/expts/saycam/frames/13063-S_20130608_0722_05.mp4-21770.jpg,bubbles
https://langcog.stanford.edu/expts/saycam/frames/13064-S_20130608_0722_05.mp4-23340.jpg,bubbles
https://langcog.stanford.edu/expts/saycam/frames/1307-A_20130705_0922_04.mp4-40735.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/13083-S_20130612_0726_01.AVI.mp4-10420.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/1311-A_20130705_0922_04.mp4-43870.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/13116-S_20130612_0726_03.AVI.mp4-10850.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/1312-A_20130705_0922_04.mp4-44255.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/13159-S_20130616_0730_03.AVI.mp4-4805.jpg,plant
https://langcog.stanford.edu/expts/saycam/frames/13165-S_20130616_0730_04.AVI.mp4-12340.jpg,plant
https://langcog.stanford.edu/expts/saycam/frames/13177-S_20130616_0730_08.AVI.mp4-4750.jpg,ball
https://langcog.stanford.edu/expts/saycam/frames/13182-S_20130616_0730_08.AVI.mp4-12780.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/13210-S_20130619_0802_02.AVI.mp4-9290.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/13212-S_20130619_0802_02.AVI.mp4-11480.jpg,can
https://langcog.stanford.edu/expts/saycam/frames/13215-S_20130619_0802_02.AVI.mp4-16740.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/1322-A_20130705_0922_05.mp4-6525.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/13239-S_20130619_0802_06.mp4-2235.jpg,banana
https://langcog.stanford.edu/expts/saycam/frames/13256-S_20130619_0802_07.mp4-10380.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/13263-S_20130622_0805_01.AVI.mp4-4660.jpg,plant
https://langcog.stanford.edu/expts/saycam/frames/13269-S_20130622_0805_01.AVI.mp4-8635.jpg,plant
