url,label
https://langcog.stanford.edu/expts/saycam/frames/21728-S_20141108_2422_01.AVI.mp4-12065.jpg,unknown object
https://langcog.stanford.edu/expts/saycam/frames/2173-A_20130808_1026_01.mp4-13165.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/2176-A_20130808_1026_01.mp4-16305.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/21768-S_20141109_2423_03.mp4-6715.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/2177-A_20130808_1026_01.mp4-16480.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/2178-A_20130808_1026_01.mp4-16665.jpg,toy
https://langcog.stanford.edu/expts/saycam/frames/2181-A_20130808_1026_01.mp4-18025.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/21853-S_20141115_2429_01.mp4-28605.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/21898-S_20141119_2502_01.mp4-6315.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/21909-S_20141119_2502_01.mp4-21870.jpg,cracker
https://langcog.stanford.edu/expts/saycam/frames/21913-S_20141119_2502_01.mp4-25715.jpg,fruit
https://langcog.stanford.edu/expts/saycam/frames/21918-S_20141119_2502_02.mp4-2140.jpg,food
https://langcog.stanford.edu/expts/saycam/frames/21932-S_20141119_2502_03.mp4-3180.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/21940-S_20141119_2502_03.mp4-12270.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/21951-S_20141119_2502_03.mp4-30535.jpg,unknown object
https://langcog.stanford.edu/expts/saycam/frames/21953-S_20141119_2502_03.mp4-32015.jpg,unknown object
https://langcog.stanford.edu/expts/saycam/frames/21957-S_20141119_2502_04.mp4-1815.jpg,stuffed animal
https://langcog.stanford.edu/expts/saycam/frames/22006-S_20141122_2505_01.mp4-31715.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/22011-S_20141122_2505_02.mp4-1990.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/22014-S_20141122_2505_02.mp4-11190.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/22040-S_20141129_2512_02.mp4-10210.jpg,unknown object
https://langcog.stanford.edu/expts/saycam/frames/22044-S_20141129_2512_02.mp4-11160.jpg,food
https://langcog.stanford.edu/expts/saycam/frames/22047-S_20141129_2512_02.mp4-12945.jpg,food
https://langcog.stanford.edu/expts/saycam/frames/22082-S_20141130_2513_04.mp4-3240.jpg,unknown object
https://langcog.stanford.edu/expts/saycam/frames/22160-S_20141206_2519_04.mp4-29225.jpg,fruit
https://langcog.stanford.edu/expts/saycam/frames/22166-S_20141206_2519_05.mp4-635.jpg,food
https://langcog.stanford.edu/expts/saycam/frames/22174-S_20141206_2519_05.mp4-8290.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/222-A_20130601_0819_03.mp4-43710.jpg,no object
https://langcog.stanford.edu/expts/saycam/frames/22202-S_20141207_2520_04.mp4-9435.jpg,unknown object
https://langcog.stanford.edu/expts/saycam/frames/22205-S_20141207_2520_04.mp4-11435.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/22219-S_20141211_2524_01.mp4-9445.jpg,person
https://langcog.stanford.edu/expts/saycam/frames/2224-A_20130808_1026_02.mp4-2985.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/2229-A_20130808_1026_02.mp4-10435.jpg,person
https://langcog.stanford.edu/expts/saycam/frames/22315-S_20141214_2527_03.mp4-5860.jpg,unknown object
