url,label
https://langcog.stanford.edu/expts/saycam/frames/100-A_20130531_0818_03.mp4-10380.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/1000-A_20130624_0911_01.mp4-19530.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/10000-A_20141109_2527_01.mp4-22445.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/10001-A_20141109_2527_01.mp4-23575.jpg,ball
https://langcog.stanford.edu/expts/saycam/frames/10004-A_20141109_2527_01.mp4-24695.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/10005-A_20141109_2527_01.mp4-25100.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/10008-A_20141109_2527_01.mp4-26975.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/10009-A_20141109_2527_01.mp4-27060.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/10011-A_20141109_2527_01.mp4-30375.jpg,
https://langcog.stanford.edu/expts/saycam/frames/10012-A_20141109_2527_01.mp4-32990.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/10013-A_20141109_2527_01.mp4-33705.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/10014-A_20141109_2527_01.mp4-33825.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/10015-A_20141109_2527_01.mp4-34785.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/10016-A_20141109_2527_01.mp4-37525.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/10017-A_20141109_2527_01.mp4-38830.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/10020-A_20141109_2527_01.mp4-45515.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/10021-A_20141109_2527_01.mp4-47895.jpg,spoon
https://langcog.stanford.edu/expts/saycam/frames/10022-A_20141109_2527_01.mp4-50745.jpg,spoon
https://langcog.stanford.edu/expts/saycam/frames/10023-A_20141109_2527_01.mp4-51935.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/10027-A_20141109_2527_01.mp4-53610.jpg,table
https://langcog.stanford.edu/expts/saycam/frames/1003-A_20130624_0911_01.mp4-25660.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/10034-A_20141109_2527_02.mp4-13040.jpg,plate
https://langcog.stanford.edu/expts/saycam/frames/10041-A_20141109_2527_02.mp4-20210.jpg,paper
https://langcog.stanford.edu/expts/saycam/frames/10042-A_20141109_2527_02.mp4-20465.jpg,plate
https://langcog.stanford.edu/expts/saycam/frames/10043-A_20141109_2527_02.mp4-21880.jpg,plate
https://langcog.stanford.edu/expts/saycam/frames/10044-A_20141109_2527_02.mp4-22555.jpg,spray bottle
https://langcog.stanford.edu/expts/saycam/frames/10045-A_20141109_2527_02.mp4-22565.jpg,spray bottle
https://langcog.stanford.edu/expts/saycam/frames/10048-A_20141109_2527_02.mp4-24735.jpg,spoon
https://langcog.stanford.edu/expts/saycam/frames/10051-A_20141109_2527_02.mp4-26230.jpg,plate
https://langcog.stanford.edu/expts/saycam/frames/10053-A_20141109_2527_02.mp4-28345.jpg,sock
https://langcog.stanford.edu/expts/saycam/frames/10060-A_20141109_2527_02.mp4-40125.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/10064-A_20141109_2527_02.mp4-45350.jpg,crayon
https://langcog.stanford.edu/expts/saycam/frames/10066-A_20141109_2527_02.mp4-52075.jpg,crayon
https://langcog.stanford.edu/expts/saycam/frames/10067-A_20141109_2527_03.mp4-960.jpg,crayon
https://langcog.stanford.edu/expts/saycam/frames/10068-A_20141109_2527_03.mp4-1350.jpg,crayon
https://langcog.stanford.edu/expts/saycam/frames/10072-A_20141109_2527_03.mp4-3495.jpg,crayon
https://langcog.stanford.edu/expts/saycam/frames/10074-A_20141109_2527_03.mp4-4135.jpg,crayon
https://langcog.stanford.edu/expts/saycam/frames/10076-A_20141109_2527_03.mp4-5605.jpg,blanket
https://langcog.stanford.edu/expts/saycam/frames/10085-A_20141110_2528_01.mp4-7865.jpg,bottle
https://langcog.stanford.edu/expts/saycam/frames/10091-A_20141110_2528_01.mp4-11200.jpg,rattle
https://langcog.stanford.edu/expts/saycam/frames/10092-A_20141110_2528_01.mp4-12255.jpg,book
https://langcog.stanford.edu/expts/saycam/frames/10098-A_20141110_2528_01.mp4-19285.jpg,unknown object
https://langcog.stanford.edu/expts/saycam/frames/10100-A_20141110_2528_01.mp4-21420.jpg,unknown object
https://langcog.stanford.edu/expts/saycam/frames/10101-A_20141110_2528_01.mp4-22530.jpg,play dough
https://langcog.stanford.edu/expts/saycam/frames/10103-A_20141110_2528_01.mp4-23615.jpg,play dough
https://langcog.stanford.edu/expts/saycam/frames/10104-A_20141110_2528_01.mp4-24030.jpg,play dough
https://langcog.stanford.edu/expts/saycam/frames/10109-A_20141122_2609_01.mp4-1730.jpg,tissue
https://langcog.stanford.edu/expts/saycam/frames/10128-A_20141122_2609_01.mp4-23545.jpg,piano
https://langcog.stanford.edu/expts/saycam/frames/10133-A_20141122_2609_01.mp4-33590.jpg,paper
https://langcog.stanford.edu/expts/saycam/frames/10137-A_20141122_2609_01.mp4-37565.jpg,piano
https://langcog.stanford.edu/expts/saycam/frames/1014-A_20130624_0911_01.mp4-44240.jpg,no child hands
https://langcog.stanford.edu/expts/saycam/frames/10146-A_20141122_2609_01.mp4-53830.jpg,cereal
https://langcog.stanford.edu/expts/saycam/frames/10147-A_20141122_2609_02.mp4-5585.jpg,cereal
https://langcog.stanford.edu/expts/saycam/frames/10149-A_20141122_2609_02.mp4-5950.jpg,carpet
https://langcog.stanford.edu/expts/saycam/frames/10150-A_20141122_2609_02.mp4-6475.jpg,cereal
https://langcog.stanford.edu/expts/saycam/frames/10152-A_20141122_2609_02.mp4-7770.jpg,crayon
https://langcog.stanford.edu/expts/saycam/frames/10153-A_20141122_2609_02.mp4-8350.jpg,crayon
https://langcog.stanford.edu/expts/saycam/frames/10154-A_20141122_2609_02.mp4-8805.jpg,crayon
https://langcog.stanford.edu/expts/saycam/frames/10158-A_20141122_2609_02.mp4-12270.jpg,bag
