"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.taskAnswers","Approve","Reject"
"3SBNLSTU7ZQRYTZMCLHTT2CO33FZD0","3GBIX9SNDUWXJYE7GGJYW727523Y4F","Draw bounding boxes around objects in the visual scene.","Draw bounding boxes around up to five salient objects in the image. Do not label people (no body parts, people, etc).","bounding box, object categorization, object detection","$0.20","Sun Jul 26 16:20:45 PDT 2020","3","BatchId:287989;OriginalHitTemplateId:921587256;","3600","259200","Sun Aug 02 16:20:45 PDT 2020","","","3LS2AMNW5LBBBINE50HY2N8Z4R7OQS","A1TPME0E240QPO","Submitted","Mon Jul 27 10:22:47 PDT 2020","Mon Jul 27 10:25:23 PDT 2020","Thu Jul 30 10:25:23 PDT 2020","","","","156","100% (8/8)","100% (8/8)","100% (7/7)","http://langcog.stanford.edu/expts/saycam/frames/17985-S_20140312_1623_03.mp4-8980.jpg","[{""annotatedResult"":{""boundingBoxes"":[{""height"":148,""label"":""fruit"",""left"":488,""top"":240,""width"":99},{""height"":177,""label"":""book"",""left"":207,""top"":0,""width"":341},{""height"":141,""label"":""book"",""left"":113,""top"":294,""width"":147},{""height"":98,""label"":""sippy cup"",""left"":226,""top"":168,""width"":89}],""inputImageProperties"":{""height"":480,""width"":640}}}]"
"3SBNLSTU7ZQRYTZMCLHTT2CO33FZD0","3GBIX9SNDUWXJYE7GGJYW727523Y4F","Draw bounding boxes around objects in the visual scene.","Draw bounding boxes around up to five salient objects in the image. Do not label people (no body parts, people, etc).","bounding box, object categorization, object detection","$0.20","Sun Jul 26 16:20:45 PDT 2020","3","BatchId:287989;OriginalHitTemplateId:921587256;","3600","259200","Sun Aug 02 16:20:45 PDT 2020","","","3QUO65DNQ0933BUVM913CO5O7CDUO3","A275HKY8EPXRBI","Submitted","Mon Jul 27 11:48:42 PDT 2020","Mon Jul 27 11:49:22 PDT 2020","Thu Jul 30 11:49:22 PDT 2020","","","","40","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/17985-S_20140312_1623_03.mp4-8980.jpg","[{""annotatedResult"":{""boundingBoxes"":[{""height"":127,""label"":""food"",""left"":483,""top"":252,""width"":94},{""height"":126,""label"":""book"",""left"":188,""top"":0,""width"":342},{""height"":99,""label"":""cup"",""left"":229,""top"":174,""width"":81},{""height"":133,""label"":""book"",""left"":128,""top"":295,""width"":123}],""inputImageProperties"":{""height"":480,""width"":640}}}]"
"3ATYLI1PSYNS2BL7K8SNG20XOJ9OJ1","3GBIX9SNDUWXJYE7GGJYW727523Y4F","Draw bounding boxes around objects in the visual scene.","Draw bounding boxes around up to five salient objects in the image. Do not label people (no body parts, people, etc).","bounding box, object categorization, object detection","$0.20","Sun Jul 26 16:20:45 PDT 2020","3","BatchId:287989;OriginalHitTemplateId:921587256;","3600","259200","Sun Aug 02 16:20:45 PDT 2020","","","3FE2ERCCZ3TQB6MZ5N292IIPZVLOP1","A1TPME0E240QPO","Submitted","Mon Jul 27 10:12:58 PDT 2020","Mon Jul 27 10:17:49 PDT 2020","Thu Jul 30 10:17:49 PDT 2020","","","","291","100% (8/8)","100% (8/8)","100% (7/7)","http://langcog.stanford.edu/expts/saycam/frames/18245-S_20140326_1709_07.mp4-8800.jpg","[{""annotatedResult"":{""boundingBoxes"":[{""height"":181,""label"":""picture"",""left"":262,""top"":81,""width"":233},{""height"":198,""label"":""picture"",""left"":494,""top"":66,""width"":95},{""height"":228,""label"":""notepad"",""left"":107,""top"":215,""width"":263},{""height"":173,""label"":""markers"",""left"":38,""top"":306,""width"":71},{""height"":105,""label"":""phone"",""left"":149,""top"":9,""width"":109}],""inputImageProperties"":{""height"":480,""width"":640}}}]"
"3ATYLI1PSYNS2BL7K8SNG20XOJ9OJ1","3GBIX9SNDUWXJYE7GGJYW727523Y4F","Draw bounding boxes around objects in the visual scene.","Draw bounding boxes around up to five salient objects in the image. Do not label people (no body parts, people, etc).","bounding box, object categorization, object detection","$0.20","Sun Jul 26 16:20:45 PDT 2020","3","BatchId:287989;OriginalHitTemplateId:921587256;","3600","259200","Sun Aug 02 16:20:45 PDT 2020","","","3PPTZCWALW5NAM1L79SFILF3OVAZQ5","A275HKY8EPXRBI","Submitted","Mon Jul 27 11:45:08 PDT 2020","Mon Jul 27 11:46:11 PDT 2020","Thu Jul 30 11:46:11 PDT 2020","","","","63","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/18245-S_20140326_1709_07.mp4-8800.jpg","[{""annotatedResult"":{""boundingBoxes"":[{""height"":235,""label"":""notebook"",""left"":104,""top"":199,""width"":249},{""height"":86,""label"":""chicken (animal)"",""left"":478,""top"":169,""width"":141},{""height"":107,""label"":""chicken (animal)"",""left"":257,""top"":111,""width"":147},{""height"":83,""label"":""chicken (animal)"",""left"":374,""top"":75,""width"":110}],""inputImageProperties"":{""height"":480,""width"":640}}}]"
"3TX9T2ZCCEMQ7ZZDTGMJLQ19AJLWZ6","3GBIX9SNDUWXJYE7GGJYW727523Y4F","Draw bounding boxes around objects in the visual scene.","Draw bounding boxes around up to five salient objects in the image. Do not label people (no body parts, people, etc).","bounding box, object categorization, object detection","$0.20","Sun Jul 26 16:20:45 PDT 2020","3","BatchId:287989;OriginalHitTemplateId:921587256;","3600","259200","Sun Aug 02 16:20:45 PDT 2020","","","33LK57MYLZQZN2GYZDHKDLU46JVZSU","A275HKY8EPXRBI","Submitted","Mon Jul 27 11:49:22 PDT 2020","Mon Jul 27 11:50:10 PDT 2020","Thu Jul 30 11:50:10 PDT 2020","","","","48","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/17967-S_20140312_1623_02.mp4-1030.jpg","[{""annotatedResult"":{""boundingBoxes"":[{""height"":183,""label"":""toy (object)"",""left"":153,""top"":234,""width"":256},{""height"":129,""label"":""crib"",""left"":0,""top"":0,""width"":222},{""height"":46,""label"":""train"",""left"":297,""top"":122,""width"":36},{""height"":64,""label"":""book"",""left"":339,""top"":38,""width"":79},{""height"":124,""label"":""book"",""left"":463,""top"":17,""width"":20}],""inputImageProperties"":{""height"":480,""width"":640}}}]"
"3TX9T2ZCCEMQ7ZZDTGMJLQ19AJLWZ6","3GBIX9SNDUWXJYE7GGJYW727523Y4F","Draw bounding boxes around objects in the visual scene.","Draw bounding boxes around up to five salient objects in the image. Do not label people (no body parts, people, etc).","bounding box, object categorization, object detection","$0.20","Sun Jul 26 16:20:45 PDT 2020","3","BatchId:287989;OriginalHitTemplateId:921587256;","3600","259200","Sun Aug 02 16:20:45 PDT 2020","","","3EA3QWIZ4OGE7C43O9YONVN0CP7TIG","A1TPME0E240QPO","Submitted","Mon Jul 27 10:25:24 PDT 2020","Mon Jul 27 10:27:56 PDT 2020","Thu Jul 30 10:27:56 PDT 2020","","","","152","100% (8/8)","100% (8/8)","100% (7/7)","http://langcog.stanford.edu/expts/saycam/frames/17967-S_20140312_1623_02.mp4-1030.jpg","[{""annotatedResult"":{""boundingBoxes"":[{""height"":187,""label"":""toy (object)"",""left"":153,""top"":233,""width"":260},{""height"":115,""label"":""book"",""left"":335,""top"":18,""width"":173},{""height"":37,""label"":""toy (object)"",""left"":154,""top"":178,""width"":172},{""height"":49,""label"":""toy (object)"",""left"":210,""top"":127,""width"":118}],""inputImageProperties"":{""height"":480,""width"":640}}}]"
"38LRF35D6QHCU23FD9C9Z1BXA8BU38","3GBIX9SNDUWXJYE7GGJYW727523Y4F","Draw bounding boxes around objects in the visual scene.","Draw bounding boxes around up to five salient objects in the image. Do not label people (no body parts, people, etc).","bounding box, object categorization, object detection","$0.20","Sun Jul 26 16:20:45 PDT 2020","3","BatchId:287989;OriginalHitTemplateId:921587256;","3600","259200","Sun Aug 02 16:20:45 PDT 2020","","","3WEV0KO0OSDWK1B27VSNMTB1I1LSDO","A275HKY8EPXRBI","Submitted","Mon Jul 27 11:46:11 PDT 2020","Mon Jul 27 11:48:41 PDT 2020","Thu Jul 30 11:48:41 PDT 2020","","","","150","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/2391-A_20130809_1027_03.mp4-23915.jpg","[{""annotatedResult"":{""boundingBoxes"":[{""height"":288,""label"":""piano"",""left"":227,""top"":92,""width"":328},{""height"":199,""label"":""table"",""left"":3,""top"":281,""width"":497}],""inputImageProperties"":{""height"":480,""width"":640}}}]"
"3L7SUC0TUZFX02Z9LK346TWWUAOM0D","3GBIX9SNDUWXJYE7GGJYW727523Y4F","Draw bounding boxes around objects in the visual scene.","Draw bounding boxes around up to five salient objects in the image. Do not label people (no body parts, people, etc).","bounding box, object categorization, object detection","$0.20","Sun Jul 26 16:20:45 PDT 2020","3","BatchId:287989;OriginalHitTemplateId:921587256;","3600","259200","Sun Aug 02 16:20:45 PDT 2020","","","30BXRYBRPAI63YXDDWLEA3TKG6AHW1","A1TPME0E240QPO","Submitted","Mon Jul 27 10:17:49 PDT 2020","Mon Jul 27 10:19:53 PDT 2020","Thu Jul 30 10:19:53 PDT 2020","","","","124","100% (8/8)","100% (8/8)","100% (7/7)","http://langcog.stanford.edu/expts/saycam/frames/695-A_20130614_0901_01.mp4-12750.jpg","[{""_customLabel"":""tv"",""annotatedResult"":{""boundingBoxes"":[{""height"":137,""label"":""TV"",""left"":161,""top"":76,""width"":123},{""height"":162,""label"":""table"",""left"":126,""top"":200,""width"":190},{""height"":225,""label"":""sofa"",""left"":2,""top"":255,""width"":634},{""height"":3,""label"":""sofa"",""left"":617,""top"":255,""width"":13},{""height"":104,""label"":""toy (object)"",""left"":444,""top"":122,""width"":142}],""inputImageProperties"":{""height"":480,""width"":640}}}]"
"3L7SUC0TUZFX02Z9LK346TWWUAOM0D","3GBIX9SNDUWXJYE7GGJYW727523Y4F","Draw bounding boxes around objects in the visual scene.","Draw bounding boxes around up to five salient objects in the image. Do not label people (no body parts, people, etc).","bounding box, object categorization, object detection","$0.20","Sun Jul 26 16:20:45 PDT 2020","3","BatchId:287989;OriginalHitTemplateId:921587256;","3600","259200","Sun Aug 02 16:20:45 PDT 2020","","","3MX2NQ3YCFF9C5I8MZGRNP41KZPX5T","A275HKY8EPXRBI","Submitted","Mon Jul 27 11:43:24 PDT 2020","Mon Jul 27 11:45:07 PDT 2020","Thu Jul 30 11:45:07 PDT 2020","","","","103","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/695-A_20130614_0901_01.mp4-12750.jpg","[{""annotatedResult"":{""boundingBoxes"":[{""height"":165,""label"":""table"",""left"":115,""top"":194,""width"":195},{""height"":186,""label"":""couch"",""left"":2,""top"":294,""width"":638},{""height"":84,""label"":""TV"",""left"":152,""top"":108,""width"":112}],""inputImageProperties"":{""height"":480,""width"":640}}}]"
"34YWR3PJ3DV8UEYDZR5DHACU1E8X08","3GBIX9SNDUWXJYE7GGJYW727523Y4F","Draw bounding boxes around objects in the visual scene.","Draw bounding boxes around up to five salient objects in the image. Do not label people (no body parts, people, etc).","bounding box, object categorization, object detection","$0.20","Sun Jul 26 16:20:45 PDT 2020","3","BatchId:287989;OriginalHitTemplateId:921587256;","3600","259200","Sun Aug 02 16:20:45 PDT 2020","","","3ERET4BTVSUMTSLDQ6EJ9B11AMTK9I","A1TPME0E240QPO","Submitted","Mon Jul 27 10:19:53 PDT 2020","Mon Jul 27 10:20:54 PDT 2020","Thu Jul 30 10:20:54 PDT 2020","","","","61","100% (8/8)","100% (8/8)","100% (7/7)","http://langcog.stanford.edu/expts/saycam/frames/2364-A_20130809_1027_01.mp4-50210.jpg","[{""annotatedResult"":{""boundingBoxes"":[{""height"":312,""label"":""book"",""left"":95,""top"":162,""width"":537}],""inputImageProperties"":{""height"":480,""width"":640}}}]"
