"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img_src1","Answer.annotatedResult.boundingBoxes","Answer.annotatedResult.inputImageProperties.height","Answer.annotatedResult.inputImageProperties.width","Approve","Reject"
"3KTCJ4SCVG1AT34IONT8N93PFQF1MY","30WQ7ZZ0RTNQGMELVVY5VQ627H5H9Z","Face/Hand Segmentation in Egocentric Videos","Draw bounding boxes around faces and hands in frames from egocentric videos","face detection, hand detection, image classification","$0.02","Wed Dec 11 21:09:04 PST 2019","1","BatchId:3866776;OriginalHitTemplateId:928390838;","3600","259200","Wed Dec 18 21:09:04 PST 2019","","","39K0FND3AHF9ABFCA8R3NUSIQ2CAMG","A1LR0VQIHQUJAM","Submitted","Wed Dec 11 21:10:54 PST 2019","Wed Dec 11 21:10:58 PST 2019","Sat Dec 14 21:10:58 PST 2019","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/4647-A_20131111_1329_01.mp4-44170.jpg","[]","480","640"
"3MXX6RQ9EV5X65YE3L422B4NWFZP4U","30WQ7ZZ0RTNQGMELVVY5VQ627H5H9Z","Face/Hand Segmentation in Egocentric Videos","Draw bounding boxes around faces and hands in frames from egocentric videos","face detection, hand detection, image classification","$0.02","Wed Dec 11 21:09:04 PST 2019","1","BatchId:3866776;OriginalHitTemplateId:928390838;","3600","259200","Wed Dec 18 21:09:04 PST 2019","","","3UWN2HHPUY5JSPM639SUL9BOHYTSNU","A3DM6785H781UY","Submitted","Wed Dec 11 21:12:44 PST 2019","Wed Dec 11 21:12:53 PST 2019","Sat Dec 14 21:12:53 PST 2019","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/2033-A_20130731_1018_03.mp4-40280.jpg","[{""height"":77,""label"":""Child hand"",""left"":263,""top"":403,""width"":115}]","480","640"
"3DW3BNF1GHIBUQIC103EPF9AKPX8V6","30WQ7ZZ0RTNQGMELVVY5VQ627H5H9Z","Face/Hand Segmentation in Egocentric Videos","Draw bounding boxes around faces and hands in frames from egocentric videos","face detection, hand detection, image classification","$0.02","Wed Dec 11 21:09:04 PST 2019","1","BatchId:3866776;OriginalHitTemplateId:928390838;","3600","259200","Wed Dec 18 21:09:04 PST 2019","","","39ASUFLU6X7NU0VS4KVYUUY7ILVXEJ","A1ZNO22R0CI05Q","Submitted","Wed Dec 11 21:33:00 PST 2019","Wed Dec 11 21:41:03 PST 2019","Sat Dec 14 21:41:03 PST 2019","","","","483","100% (1/1)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/14741-S_20130911_1025_06.mp4-11610.jpg","[{""height"":109,""label"":""Face"",""left"":137,""top"":1,""width"":98},{""height"":38,""label"":""Child hand"",""left"":107,""top"":223,""width"":66},{""height"":60,""label"":""Child hand"",""left"":142,""top"":136,""width"":78},{""height"":90,""label"":""Child hand"",""left"":500,""top"":390,""width"":138}]","480","640"
"3PUOXASB573SHF6W7PYVAHHHS6KZ9L","30WQ7ZZ0RTNQGMELVVY5VQ627H5H9Z","Face/Hand Segmentation in Egocentric Videos","Draw bounding boxes around faces and hands in frames from egocentric videos","face detection, hand detection, image classification","$0.02","Wed Dec 11 21:09:04 PST 2019","1","BatchId:3866776;OriginalHitTemplateId:928390838;","3600","259200","Wed Dec 18 21:09:04 PST 2019","","","3OHYZ19UGC5XAE0ONO6GFYHNL2ROA9","A313LDOJS2HB5G","Submitted","Wed Dec 11 21:14:21 PST 2019","Wed Dec 11 21:14:33 PST 2019","Sat Dec 14 21:14:33 PST 2019","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/14331-S_20130822_1005_01.AVI.mp4-4050.jpg","[{""height"":36,""label"":""Child hand"",""left"":150,""top"":444,""width"":55}]","480","640"
"3EPG8DX9LKQF2O2EHQNC73A1WBUP5Z","30WQ7ZZ0RTNQGMELVVY5VQ627H5H9Z","Face/Hand Segmentation in Egocentric Videos","Draw bounding boxes around faces and hands in frames from egocentric videos","face detection, hand detection, image classification","$0.02","Wed Dec 11 21:09:04 PST 2019","1","BatchId:3866776;OriginalHitTemplateId:928390838;","3600","259200","Wed Dec 18 21:09:04 PST 2019","","","34YB12FSQYOAK2SFW8JDJG3LOXPGMY","A9HQ3E0F2AGVO","Submitted","Wed Dec 11 21:13:29 PST 2019","Wed Dec 11 21:13:35 PST 2019","Sat Dec 14 21:13:35 PST 2019","","","","6","100% (11/11)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/1524-A_20130712_0929_04.mp4-7695.jpg","[]","480","640"
"3BDORL6HKKDLDMR89SE9Q4GQPA4RC1","30WQ7ZZ0RTNQGMELVVY5VQ627H5H9Z","Face/Hand Segmentation in Egocentric Videos","Draw bounding boxes around faces and hands in frames from egocentric videos","face detection, hand detection, image classification","$0.02","Wed Dec 11 21:09:04 PST 2019","1","BatchId:3866776;OriginalHitTemplateId:928390838;","3600","259200","Wed Dec 18 21:09:04 PST 2019","","","39DD6S19JPBCZVV752JJRFEIQLSEZW","A1ZNO22R0CI05Q","Submitted","Wed Dec 11 21:40:23 PST 2019","Wed Dec 11 21:55:52 PST 2019","Sat Dec 14 21:55:52 PST 2019","","","","929","100% (1/1)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/11895-A_20150507_3124_01.mp4-29325.jpg","[{""height"":92,""label"":""Child hand"",""left"":0,""top"":388,""width"":308}]","480","640"
"3ODOP6T3ASK1EYX81NTQ6YWUL5842N","30WQ7ZZ0RTNQGMELVVY5VQ627H5H9Z","Face/Hand Segmentation in Egocentric Videos","Draw bounding boxes around faces and hands in frames from egocentric videos","face detection, hand detection, image classification","$0.02","Wed Dec 11 21:09:04 PST 2019","1","BatchId:3866776;OriginalHitTemplateId:928390838;","3600","259200","Wed Dec 18 21:09:04 PST 2019","","","37W3JXSD6686B57TUGB6ZECGRVTYW5","A3DM6785H781UY","Submitted","Wed Dec 11 21:13:40 PST 2019","Wed Dec 11 21:13:52 PST 2019","Sat Dec 14 21:13:52 PST 2019","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/6806-A_20140315_1802_01.mp4-52975.jpg","[{""height"":76,""label"":""Face"",""left"":442,""top"":0,""width"":82},{""height"":170,""label"":""Adult hand"",""left"":366,""top"":282,""width"":68},{""height"":46,""label"":""Adult hand"",""left"":298,""top"":187,""width"":63}]","480","640"
"368IUKXGA58BLS2SM9XHZ9O1S65P6F","30WQ7ZZ0RTNQGMELVVY5VQ627H5H9Z","Face/Hand Segmentation in Egocentric Videos","Draw bounding boxes around faces and hands in frames from egocentric videos","face detection, hand detection, image classification","$0.02","Wed Dec 11 21:09:04 PST 2019","1","BatchId:3866776;OriginalHitTemplateId:928390838;","3600","259200","Wed Dec 18 21:09:04 PST 2019","","","3ZQIG0FLQEGP7BCOP5OMSF8M9ERVWT","A3DM6785H781UY","Submitted","Wed Dec 11 21:14:08 PST 2019","Wed Dec 11 21:14:14 PST 2019","Sat Dec 14 21:14:14 PST 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/22110-S_20141203_2516_02.mp4-4075.jpg","[]","480","640"
"3UY4PIS8QRLGBLPI0O880OSPKGP1NY","30WQ7ZZ0RTNQGMELVVY5VQ627H5H9Z","Face/Hand Segmentation in Egocentric Videos","Draw bounding boxes around faces and hands in frames from egocentric videos","face detection, hand detection, image classification","$0.02","Wed Dec 11 21:09:04 PST 2019","1","BatchId:3866776;OriginalHitTemplateId:928390838;","3600","259200","Wed Dec 18 21:09:04 PST 2019","","","34S9DKFK73PGOBYF2FKJ3VZPYJPNY3","A313LDOJS2HB5G","Submitted","Wed Dec 11 21:13:34 PST 2019","Wed Dec 11 21:13:45 PST 2019","Sat Dec 14 21:13:45 PST 2019","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/10682-A_20141229_2716_01.mp4-15225.jpg","[]","480","640"
"3X2LT8FDHWIO9FIHRA8ABHSORYZ8WG","30WQ7ZZ0RTNQGMELVVY5VQ627H5H9Z","Face/Hand Segmentation in Egocentric Videos","Draw bounding boxes around faces and hands in frames from egocentric videos","face detection, hand detection, image classification","$0.02","Wed Dec 11 21:09:04 PST 2019","1","BatchId:3866776;OriginalHitTemplateId:928390838;","3600","259200","Wed Dec 18 21:09:04 PST 2019","","","3H7Z272LX77WRX3TZF8LDC2OPJMLP5","A313LDOJS2HB5G","Submitted","Wed Dec 11 21:13:47 PST 2019","Wed Dec 11 21:13:54 PST 2019","Sat Dec 14 21:13:54 PST 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/saycam/frames/8461-A_20140601_2019_03.mp4-31790.jpg","[]","480","640"
